season,match_date,home_team,away_team,home_goals,away_goals,result,home_elo,away_elo,home_xg_form5,away_xg_form5,home_xg,away_xg
2019/20,2019-11-23,Man City,Chelsea,2,1,H,1565.308,1520.35,2.734,2.183,1.236,0.82
2019/20,2019-11-23,Watford,Burnley,0,3,A,1379.408,1400.128,1.16,1.545,0.902,2.663
2019/20,2019-11-23,Everton,Norwich,0,2,A,1417.87,1346.627,1.566,0.844,0.813,1.808
2019/20,2019-11-23,Crystal Palace,Liverpool,1,2,A,1427.476,1621.435,1.077,2.138,1.023,1.643
2019/20,2019-11-23,Brighton,Leicester,0,2,A,1379.857,1485.992,1.773,1.532,0.785,3.509
2019/20,2019-11-23,Bournemouth,Wolves,1,2,A,1407.18,1454.973,1.21,1.523,0.85,1.276
2019/20,2019-11-24,Sheffield United,Man United,3,3,D,1422.467,1455.817,1.184,2.113,1.56,1.331
2019/20,2019-11-25,Aston Villa,Newcastle,2,0,H,1380.765,1421.781,1.768,1.143,2.699,0.698
2019/20,2019-11-30,Burnley,Crystal Palace,0,2,A,1411.537,1420.9,1.965,0.868,1.851,0.937
2019/20,2019-11-30,Newcastle,Man City,2,2,D,1412.613,1572.115,1.152,2.658,0.208,2.444
2019/20,2019-11-30,Southampton,Watford,2,1,H,1364.756,1367.999,1.215,1.052,1.967,0.504
2019/20,2019-11-30,Tottenham,Bournemouth,3,2,H,1452.1,1396.542,1.241,1.243,2.932,1.029
2019/20,2019-11-30,Liverpool,Brighton,2,1,H,1628.011,1370.894,1.717,1.41,1.368,0.868
2019/20,2019-11-30,Chelsea,West Ham,0,1,A,1513.543,1395.001,1.916,1.094,2.732,1.12
2019/20,2019-12-01,Man United,Aston Villa,2,2,D,1456.868,1389.933,2.186,1.572,1.848,1.297
2019/20,2019-12-01,Leicester,Everton,2,1,H,1494.956,1404.015,2.214,1.467,2.243,1.25
2019/20,2019-12-01,Wolves,Sheffield United,1,1,D,1465.611,1421.416,1.541,1.425,1.274,1.473
2019/20,2019-12-01,Norwich,Arsenal,2,2,D,1360.482,1461.344,0.836,1.217,0.811,1.962
2019/20,2019-12-03,Burnley,Man City,1,4,A,1399.809,1569.595,1.976,2.342,0.487,2.561
2019/20,2019-12-03,Crystal Palace,Bournemouth,1,0,H,1432.627,1390.006,0.932,1.314,0.384,0.343
2019/20,2019-12-04,Wolves,West Ham,2,0,H,1462.438,1409.951,1.618,1.226,1.822,0.502
2019/20,2019-12-04,Man United,Tottenham,2,1,H,1453.119,1458.636,2.397,1.649,1.477,0.542
2019/20,2019-12-04,Leicester,Watford,2,0,H,1500.629,1359.897,2.497,0.983,2.287,0.2
2019/20,2019-12-04,Chelsea,Aston Villa,2,1,H,1498.593,1393.682,2.002,1.238,1.977,0.861
2019/20,2019-12-04,Liverpool,Everton,5,2,H,1630.652,1398.342,1.784,1.271,2.414,1.765
2019/20,2019-12-04,Southampton,Norwich,2,1,H,1372.858,1361.368,1.333,0.917,2.002,0.897
2019/20,2019-12-05,Arsenal,Brighton,1,2,A,1460.458,1368.253,1.419,1.319,0.965,1.534
2019/20,2019-12-05,Sheffield United,Newcastle,0,2,A,1424.59,1415.134,1.54,1.154,1.092,0.534
2019/20,2019-12-07,Man City,Man United,1,2,A,1576.799,1461.284,2.217,1.79,2.071,1.634
2019/20,2019-12-07,Tottenham,Burnley,5,0,H,1450.471,1392.605,1.487,1.627,2.397,1.086
2019/20,2019-12-07,Bournemouth,Liverpool,0,3,A,1383.139,1633.637,1.202,1.829,0.155,3.044
2019/20,2019-12-07,Everton,Chelsea,3,1,H,1395.356,1503.945,1.414,2.2,2.039,1.257
2019/20,2019-12-07,Watford,Crystal Palace,0,0,D,1355.314,1439.495,0.888,0.653,1.571,0.211
2019/20,2019-12-08,Brighton,Wolves,2,2,D,1382.61,1469.051,1.395,1.596,0.952,1.872
2019/20,2019-12-08,Norwich,Sheffield United,1,2,A,1353.671,1412.342,0.918,1.526,0.586,0.713
2019/20,2019-12-08,Newcastle,Southampton,2,1,H,1427.382,1380.554,1.141,1.642,1.104,1.893
2019/20,2019-12-08,Aston Villa,Leicester,1,4,A,1388.33,1505.212,1.214,2.078,1.241,4.033
2019/20,2019-12-09,West Ham,Arsenal,1,3,A,1403.338,1446.102,0.859,1.304,0.522,1.792
2019/20,2019-12-14,Chelsea,Bournemouth,0,1,A,1492.839,1377.912,2.015,0.86,2.021,1.208
2019/20,2019-12-14,Liverpool,Watford,2,0,H,1638.864,1355.722,1.96,0.907,1.567,1.012
2019/20,2019-12-14,Burnley,Newcastle,1,0,H,1386.127,1434.14,1.701,0.975,1.436,1.087
2019/20,2019-12-14,Leicester,Norwich,1,1,D,1513.871,1343.345,2.689,0.945,1.064,1.164
2019/20,2019-12-14,Sheffield United,Aston Villa,2,0,H,1422.668,1379.671,1.152,1.314,1.888,0.973
2019/20,2019-12-14,Southampton,West Ham,0,1,A,1373.796,1392.555,1.841,0.656,0.806,0.903
2019/20,2019-12-15,Arsenal,Man City,0,3,A,1456.884,1561.915,1.458,1.959,0.282,1.696
2019/20,2019-12-15,Man United,Everton,1,1,D,1476.168,1406.462,1.989,1.591,1.483,0.277
2019/20,2019-12-15,Wolves,Tottenham,1,2,A,1468.578,1456.948,1.669,1.918,0.719,0.989
2019/20,2019-12-16,Crystal Palace,Brighton,1,1,D,1439.087,1383.082,0.607,1.055,0.485,2.484
2019/20,2019-12-21,Newcastle,Crystal Palace,1,0,H,1424.772,1435.611,0.726,0.608,0.714,0.985
2019/20,2019-12-21,Norwich,Wolves,1,2,A,1349.34,1456.271,1.053,1.393,1.265,1.652
2019/20,2019-12-21,Man City,Leicester,3,1,H,1570.91,1507.876,2.002,2.627,3.591,1.014
2019/20,2019-12-21,Bournemouth,Burnley,0,1,A,1392.783,1395.495,0.717,1.505,0.139,0.144
2019/20,2019-12-21,Everton,Arsenal,0,0,D,1410.28,1447.889,1.229,1.322,0.487,0.882
2019/20,2019-12-21,Aston Villa,Southampton,1,3,A,1372.814,1362.332,1.414,1.854,0.921,2.634
2019/20,2019-12-21,Brighton,Sheffield United,0,1,A,1386.558,1429.525,1.325,1.345,0.428,1.659
2019/20,2019-12-22,Watford,Man United,2,0,H,1353.406,1472.351,0.838,1.555,1.593,1.531
2019/20,2019-12-22,Tottenham,Chelsea,0,2,A,1469.255,1477.968,1.813,1.761,0.277,1.494
2019/20,2019-12-26,Chelsea,Southampton,0,2,A,1489.714,1374.607,1.896,1.86,0.86,0.981
2019/20,2019-12-26,Tottenham,Brighton,2,1,H,1457.509,1375.782,1.427,1.253,1.026,1.09
2019/20,2019-12-26,Aston Villa,Norwich,1,0,H,1360.538,1340.399,1.059,0.945,0.654,1.45
2019/20,2019-12-26,Bournemouth,Arsenal,1,1,D,1380.87,1448.818,0.575,1.177,1.555,1.425
2019/20,2019-12-26,Crystal Palace,West Ham,2,1,H,1427.298,1404.02,0.6,0.742,2.142,0.796
2019/20,2019-12-26,Everton,Burnley,1,0,H,1409.35,1407.408,1.164,1.001,1.475,0.565
2019/20,2019-12-26,Sheffield United,Watford,1,1,D,1440.302,1364.805,1.365,0.976,2.045,0.597
2019/20,2019-12-26,Man United,Newcastle,4,1,H,1460.951,1433.086,1.595,0.729,1.996,1.05
2019/20,2019-12-26,Leicester,Liverpool,0,4,A,1501.529,1641.18,2.128,2.007,0.121,3.77
2019/20,2019-12-27,Wolves,Man City,3,2,H,1465.212,1577.258,1.468,2.473,2.394,1.52
2019/20,2019-12-28,Brighton,Bournemouth,2,0,H,1369.891,1380.811,1.298,0.68,1.059,0.501
2019/20,2019-12-28,Newcastle,Everton,1,2,A,1425.831,1417.309,0.898,1.209,1.632,2.826
2019/20,2019-12-28,Southampton,Crystal Palace,1,1,D,1389.482,1434.676,1.663,0.841,1.479,0.138
2019/20,2019-12-28,Watford,Aston Villa,3,0,H,1368.764,1368.0,0.995,0.93,3.253,0.611
2019/20,2019-12-28,Norwich,Tottenham,2,2,D,1332.937,1463.4,1.072,1.046,0.268,1.822
2019/20,2019-12-28,West Ham,Leicester,1,2,A,1396.642,1493.507,0.769,1.704,0.782,2.623
2019/20,2019-12-28,Burnley,Man United,0,2,A,1399.45,1468.206,0.744,1.624,0.387,2.105
2019/20,2019-12-29,Arsenal,Chelsea,1,2,A,1448.877,1474.839,1.069,1.522,0.785,1.497
2019/20,2019-12-29,Liverpool,Wolves,1,0,H,1649.202,1476.416,2.433,1.692,1.491,0.364
2019/20,2019-12-29,Man City,Sheffield United,2,0,H,1566.053,1436.343,2.288,1.479,1.086,1.233
2019/20,2020-01-01,Arsenal,Man United,2,0,H,1437.617,1478.242,1.033,1.75,1.907,0.716
2019/20,2020-01-01,West Ham,Bournemouth,4,0,H,1387.413,1372.495,0.701,0.712,2.328,0.721
2019/20,2020-01-01,Norwich,Crystal Palace,1,1,D,1334.659,1435.389,0.947,0.792,1.665,1.299
2019/20,2020-01-01,Man City,Everton,2,1,H,1570.865,1429.531,1.993,1.421,1.798,0.849
2019/20,2020-01-01,Watford,Wolves,2,1,H,1376.755,1472.452,1.605,1.4,1.071,1.233
2019/20,2020-01-01,Southampton,Tottenham,1,0,H,1388.77,1461.677,1.559,1.302,1.512,1.078
2019/20,2020-01-01,Newcastle,Leicester,0,3,A,1413.608,1502.735,1.117,1.771,0.78,2.436
2019/20,2020-01-01,Burnley,Aston Villa,1,2,A,1389.414,1360.009,0.724,0.88,2.344,1.748
2019/20,2020-01-01,Brighton,Chelsea,1,1,D,1378.206,1486.1,1.203,1.426,1.57,1.575
2019/20,2020-01-02,Liverpool,Sheffield United,2,0,H,1653.166,1431.532,2.457,1.508,3.046,0.635
2019/20,2020-01-10,Sheffield United,West Ham,1,0,H,1428.387,1395.017,1.492,1.066,2.028,0.905
2019/20,2020-01-11,Leicester,Southampton,1,2,A,1512.185,1398.853,1.452,1.482,0.78,2.406
2019/20,2020-01-11,Chelsea,Burnley,3,0,H,1485.013,1376.628,1.489,0.975,2.876,0.717
2019/20,2020-01-11,Wolves,Newcastle,1,1,D,1461.714,1404.158,1.272,1.053,2.048,0.184
2019/20,2020-01-11,Man United,Norwich,4,0,H,1469.086,1335.542,1.566,1.162,3.135,0.276
2019/20,2020-01-11,Crystal Palace,Arsenal,1,1,D,1434.506,1446.773,1.01,1.056,0.318,1.439
2019/20,2020-01-11,Tottenham,Liverpool,0,1,A,1451.594,1656.311,1.038,2.584,1.106,1.746
2019/20,2020-01-11,Everton,Brighton,1,0,H,1424.96,1379.293,1.183,1.326,2.025,1.533
2019/20,2020-01-12,Aston Villa,Man City,1,6,A,1372.795,1575.436,0.981,1.938,1.126,3.751
2019/20,2020-01-12,Bournemouth,Watford,0,3,A,1364.892,1387.493,0.825,1.505,0.32,2.298
2019/20,2020-01-18,Watford,Tottenham,0,0,D,1398.849,1445.288,1.762,1.062,2.392,1.767
2019/20,2020-01-18,Newcastle,Chelsea,1,0,H,1407.673,1490.287,0.872,1.66,0.893,2.054
2019/20,2020-01-18,West Ham,Everton,1,1,D,1387.907,1431.749,1.143,1.532,1.684,1.955
2019/20,2020-01-18,Southampton,Wolves,2,3,A,1413.689,1458.199,1.802,1.538,0.787,2.177
2019/20,2020-01-18,Norwich,Bournemouth,1,0,H,1330.811,1353.536,0.985,0.647,1.76,0.558
2019/20,2020-01-18,Man City,Crystal Palace,2,2,D,1581.793,1432.86,2.349,0.976,2.473,0.587
2019/20,2020-01-18,Brighton,Aston Villa,1,1,D,1372.504,1366.437,1.136,1.012,1.3,1.02
2019/20,2020-01-18,Arsenal,Sheffield United,1,1,D,1448.42,1435.496,1.288,1.52,1.229,1.184
2019/20,2020-01-19,Liverpool,Man United,2,0,H,1662.617,1473.817,2.324,1.897,2.007,1.419
2019/20,2020-01-19,Burnley,Leicester,2,1,H,1371.355,1497.349,0.831,1.395,1.509,2.334
2019/20,2020-01-21,Aston Villa,Watford,2,1,H,1368.592,1398.172,1.032,1.922,1.067,1.811
2019/20,2020-01-21,Chelsea,Arsenal,2,2,D,1479.924,1446.077,1.772,1.357,3.386,0.568
2019/20,2020-01-21,Sheffield United,Man City,0,1,A,1437.839,1576.212,1.425,2.126,0.775,2.873
2019/20,2020-01-21,Everton,Newcastle,2,2,D,1432.5,1418.036,1.826,0.908,2.053,0.571
2019/20,2020-01-21,Crystal Palace,Southampton,0,2,A,1438.441,1402.957,0.897,1.433,0.675,1.131
2019/20,2020-01-21,Bournemouth,Brighton,3,1,H,1344.889,1370.349,0.731,1.31,1.923,1.972
2019/20,2020-01-22,Tottenham,Norwich,2,1,H,1445.965,1339.458,1.36,1.084,2.223,1.425
2019/20,2020-01-22,Leicester,West Ham,4,1,H,1485.752,1387.156,1.659,1.299,2.913,1.163
2019/20,2020-01-22,Man United,Burnley,0,2,A,1470.138,1382.952,1.874,1.104,1.416,0.717
2019/20,2020-01-23,Wolves,Liverpool,1,2,A,1468.932,1666.296,1.643,2.412,1.854,1.59
2019/20,2020-01-29,West Ham,Liverpool,0,2,A,1381.66,1672.786,1.372,1.976,0.878,2.599
2019/20,2020-02-01,Newcastle,Norwich,0,0,D,1420.42,1334.142,0.812,1.079,0.937,2.4
2019/20,2020-02-01,Leicester,Chelsea,2,2,D,1491.247,1477.021,2.217,2.278,1.66,0.807
2019/20,2020-02-01,Bournemouth,Aston Villa,2,1,H,1353.614,1377.434,0.805,1.114,2.722,1.41
2019/20,2020-02-01,Crystal Palace,Sheffield United,0,1,A,1425.495,1429.782,0.603,1.171,0.97,0.861
2019/20,2020-02-01,Liverpool,Southampton,4,0,H,1677.161,1415.903,2.198,1.463,3.72,0.716
2019/20,2020-02-01,Watford,Everton,2,3,A,1389.33,1430.116,2.165,1.942,0.919,2.702
2019/20,2020-02-01,West Ham,Brighton,3,3,D,1377.285,1361.624,1.392,1.487,1.308,2.032
2019/20,2020-02-01,Man United,Wolves,0,0,D,1455.899,1462.442,1.758,1.535,1.186,1.542
2019/20,2020-02-02,Burnley,Arsenal,0,0,D,1397.191,1448.98,1.135,1.186,2.246,1.48
2019/20,2020-02-02,Tottenham,Man City,2,0,H,1451.281,1584.269,1.599,2.396,0.42,3.251
2019/20,2020-02-08,Brighton,Watford,1,1,D,1364.041,1378.491,1.681,1.698,0.762,0.28
2019/20,2020-02-08,Everton,Crystal Palace,3,1,H,1440.955,1413.626,1.917,0.77,2.791,0.865
2019/20,2020-02-09,Sheffield United,Bournemouth,2,1,H,1441.651,1362.292,1.097,1.249,2.045,1.072
2019/20,2020-02-14,Wolves,Leicester,0,0,D,1464.248,1488.869,1.771,2.025,1.145,0.527
2019/20,2020-02-15,Norwich,Liverpool,0,1,A,1338.36,1679.748,1.505,2.332,0.383,2.073
2019/20,2020-02-15,Southampton,Burnley,1,2,A,1413.316,1396.668,1.31,1.507,0.694,0.893
2019/20,2020-02-16,Aston Villa,Tottenham,2,3,A,1368.755,1463.074,1.274,1.319,1.713,3.86
2019/20,2020-02-16,Arsenal,Newcastle,4,0,H,1449.504,1416.203,1.325,0.673,3.023,1.167
2019/20,2020-02-17,Chelsea,Man United,0,2,A,1479.399,1454.092,2.14,1.574,0.94,0.682
2019/20,2020-02-19,Man City,West Ham,2,0,H,1572.475,1374.868,2.829,1.188,2.138,0.09
2019/20,2020-02-22,Southampton,Aston Villa,2,0,H,1400.873,1359.454,1.147,1.267,3.029,0.472
2019/20,2020-02-22,Sheffield United,Brighton,1,1,D,1447.598,1362.456,1.379,1.52,1.66,1.06
2019/20,2020-02-22,Crystal Palace,Newcastle,1,0,H,1406.356,1409.091,0.683,0.75,1.756,0.164
2019/20,2020-02-22,Chelsea,Tottenham,2,1,H,1466.723,1472.375,2.013,1.875,1.782,0.266
2019/20,2020-02-22,Burnley,Bournemouth,3,0,H,1409.111,1356.344,1.216,1.319,3.099,1.757
2019/20,2020-02-22,Leicester,Man City,0,1,A,1490.168,1576.005,1.643,2.897,0.723,2.427
2019/20,2020-02-23,Arsenal,Everton,3,2,H,1456.615,1448.225,1.548,2.305,1.336,2.657
2019/20,2020-02-23,Wolves,Norwich,3,0,H,1462.949,1334.893,1.753,1.249,3.25,0.361
2019/20,2020-02-23,Man United,Watford,3,0,H,1466.769,1380.077,1.568,1.54,2.504,0.295
2019/20,2020-02-24,Liverpool,West Ham,3,2,H,1683.214,1371.339,2.398,1.025,2.482,0.638
2019/20,2020-02-28,Norwich,Leicester,1,0,H,1330.047,1480.623,1.266,1.631,0.592,1.426
2019/20,2020-02-29,Bournemouth,Chelsea,2,2,D,1349.738,1474.891,1.606,1.794,1.585,1.983
2019/20,2020-02-29,Brighton,Crystal Palace,0,1,A,1366.646,1414.444,1.425,0.971,1.787,2.172
2019/20,2020-02-29,Newcastle,Burnley,0,0,D,1401.004,1415.718,0.746,1.693,1.117,0.618
2019/20,2020-02-29,West Ham,Southampton,3,1,H,1369.341,1407.772,0.815,1.271,2.787,0.869
2019/20,2020-02-29,Watford,Liverpool,3,0,H,1374.304,1685.212,1.139,2.493,2.714,0.206
2019/20,2020-03-01,Everton,Man United,1,1,D,1440.443,1472.542,2.432,1.441,2.413,1.126
2019/20,2020-03-01,Tottenham,Wolves,2,3,A,1464.207,1467.795,1.707,1.994,1.631,2.623
2019/20,2020-03-07,Crystal Palace,Watford,1,0,H,1425.082,1390.306,1.288,1.204,0.856,0.449
2019/20,2020-03-07,Liverpool,Bournemouth,2,1,H,1669.211,1351.312,2.216,1.812,1.895,1.295
2019/20,2020-03-07,Arsenal,West Ham,1,0,H,1464.397,1378.435,1.527,1.14,1.56,1.616
2019/20,2020-03-07,Sheffield United,Norwich,1,0,H,1443.408,1342.326,1.305,1.032,1.173,2.554
2019/20,2020-03-07,Southampton,Newcastle,0,1,A,1398.678,1399.426,1.288,0.791,0.349,3.064
2019/20,2020-03-07,Wolves,Brighton,0,0,D,1479.684,1356.008,2.083,1.523,0.898,0.309
2019/20,2020-03-07,Burnley,Tottenham,1,1,D,1417.296,1452.318,1.515,1.68,3.333,1.137
2019/20,2020-03-08,Man United,Man City,2,0,H,1473.628,1585.549,1.383,2.632,1.739,0.585
2019/20,2020-03-08,Chelsea,Everton,4,0,H,1473.317,1439.357,1.78,2.523,2.029,0.446
2019/20,2020-03-09,Leicester,Aston Villa,4,0,H,1468.345,1352.555,1.45,1.136,2.412,0.672
2019/20,2020-06-17,Man City,Arsenal,3,0,H,1574.348,1470.187,2.255,1.593,2.737,0.497
2019/20,2020-06-17,Aston Villa,Sheffield United,0,0,D,1347.445,1448.847,1.067,1.303,1.009,0.236
2019/20,2020-06-19,Tottenham,Man United,1,1,D,1453.321,1484.829,1.463,1.447,0.535,1.773
2019/20,2020-06-19,Norwich,Southampton,0,3,A,1336.887,1386.711,1.258,1.131,0.655,1.871
2019/20,2020-06-20,West Ham,Wolves,0,2,A,1372.645,1474.623,1.288,1.892,0.442,1.064
2019/20,2020-06-20,Watford,Leicester,1,1,D,1383.233,1473.455,0.931,1.35,1.008,1.052
2019/20,2020-06-20,Brighton,Arsenal,2,1,H,1361.069,1464.818,1.19,1.579,0.671,0.696
2019/20,2020-06-20,Bournemouth,Crystal Palace,0,2,A,1349.375,1432.155,1.686,1.324,0.364,0.788
2019/20,2020-06-21,Newcastle,Sheffield United,3,0,H,1411.393,1447.945,1.29,1.195,2.151,0.571
2019/20,2020-06-21,Everton,Liverpool,0,0,D,1432.263,1671.148,2.202,2.075,0.621,0.659
2019/20,2020-06-21,Aston Villa,Chelsea,1,2,A,1348.347,1480.411,1.055,1.508,1.572,1.14
2019/20,2020-06-22,Man City,Burnley,5,0,H,1579.717,1416.292,2.228,2.038,2.711,0.03
2019/20,2020-06-23,Leicester,Brighton,0,0,D,1472.874,1372.037,1.228,0.918,0.505,1.102
2019/20,2020-06-23,Tottenham,West Ham,2,0,H,1452.218,1363.562,1.486,1.115,2.241,0.831
2019/20,2020-06-24,Wolves,Bournemouth,1,0,H,1483.705,1339.743,1.796,1.215,0.715,0.062
2019/20,2020-06-24,Liverpool,Crystal Palace,4,0,H,1666.636,1441.787,1.463,1.287,2.567,0.065
2019/20,2020-06-24,Newcastle,Aston Villa,1,1,D,1420.433,1340.114,1.533,1.088,0.662,1.23
2019/20,2020-06-24,Man United,Sheffield United,3,0,H,1485.932,1438.905,1.565,1.137,2.842,0.108
2019/20,2020-06-24,Norwich,Everton,0,1,A,1326.307,1436.774,0.909,1.786,0.383,0.655
2019/20,2020-06-25,Burnley,Watford,1,0,H,1412.154,1383.814,1.595,0.949,0.965,0.496
2019/20,2020-06-25,Southampton,Arsenal,0,2,A,1397.291,1453.85,1.362,1.422,0.738,2.186
2019/20,2020-06-25,Chelsea,Man City,2,1,H,1488.644,1583.855,1.575,2.12,4.206,0.691
2019/20,2020-06-27,Aston Villa,Wolves,0,1,A,1344.19,1488.223,0.991,1.71,0.403,0.704
2019/20,2020-06-28,Watford,Southampton,1,3,A,1376.572,1386.904,0.992,1.371,0.365,1.336
2019/20,2020-06-29,Crystal Palace,Burnley,0,1,A,1438.691,1419.397,1.127,1.609,1.065,0.36
2019/20,2020-06-30,Brighton,Man United,0,3,A,1376.593,1492.686,0.986,1.997,0.31,1.209
2019/20,2020-07-01,Everton,Leicester,2,1,H,1445.614,1468.318,1.358,1.224,1.176,1.804
2019/20,2020-07-01,Arsenal,Norwich,4,0,H,1464.236,1317.466,1.255,0.909,1.765,0.154
2019/20,2020-07-01,Bournemouth,Newcastle,1,4,A,1335.225,1416.358,1.013,1.432,1.275,2.235
2019/20,2020-07-01,West Ham,Chelsea,3,2,H,1357.836,1499.368,1.263,2.228,2.105,1.576
2019/20,2020-07-02,Sheffield United,Tottenham,3,1,H,1432.151,1457.944,0.75,1.162,1.6,1.015
2019/20,2020-07-02,Man City,Liverpool,4,0,H,1573.131,1669.733,1.83,1.562,2.654,0.82
2019/20,2020-07-04,Wolves,Arsenal,0,2,A,1496.124,1468.698,1.201,1.341,0.985,1.283
2019/20,2020-07-04,Leicester,Crystal Palace,3,0,H,1459.671,1426.176,1.44,0.989,2.207,0.508
2019/20,2020-07-04,Norwich,Brighton,0,1,A,1313.005,1367.912,0.868,0.836,0.545,0.903
2019/20,2020-07-04,Man United,Bournemouth,5,2,H,1501.367,1325.546,1.738,0.916,2.633,1.522
2019/20,2020-07-04,Chelsea,Watford,3,0,H,1487.338,1364.871,2.187,1.006,2.789,0.609
2019/20,2020-07-05,Southampton,Man City,1,0,H,1398.605,1583.895,1.033,1.876,0.629,3.396
2019/20,2020-07-05,Burnley,Sheffield United,1,1,D,1431.912,1440.886,1.061,0.738,1.32,1.633
2019/20,2020-07-05,Newcastle,West Ham,2,2,D,1426.038,1369.866,1.846,1.556,1.491,2.031
2019/20,2020-07-05,Liverpool,Aston Villa,2,0,H,1658.969,1336.289,1.229,0.977,1.084,0.69
2019/20,2020-07-06,Tottenham,Everton,1,0,H,1449.21,1454.261,1.312,1.062,0.512,0.404
2019/20,2020-07-07,Crystal Palace,Chelsea,2,3,A,1419.07,1492.303,0.656,2.348,1.288,2.658
2019/20,2020-07-07,Arsenal,Leicester,1,1,D,1481.431,1466.777,1.285,1.596,1.29,1.002
2019/20,2020-07-07,Watford,Norwich,2,1,H,1359.906,1302.571,0.585,0.858,0.725,1.134
2019/20,2020-07-08,Sheffield United,Wolves,1,0,H,1442.625,1483.391,0.83,0.873,0.47,0.327
2019/20,2020-07-08,Man City,Newcastle,5,0,H,1570.693,1422.558,2.438,1.921,3.287,0.216
2019/20,2020-07-08,Brighton,Liverpool,1,3,A,1378.346,1660.858,0.659,1.405,2.365,2.616
2019/20,2020-07-08,West Ham,Burnley,0,1,A,1373.346,1430.173,1.405,1.202,1.998,1.053
2019/20,2020-07-09,Bournemouth,Tottenham,0,0,D,1321.637,1457.362,0.904,1.088,0.96,0.479
2019/20,2020-07-09,Everton,Southampton,1,1,D,1446.109,1411.806,0.66,0.985,0.671,2.297
2019/20,2020-07-09,Aston Villa,Man United,0,3,A,1334.4,1505.276,0.981,2.039,0.599,2.865
2019/20,2020-07-11,Sheffield United,Chelsea,3,0,H,1451.785,1502.21,0.876,2.474,2.006,1.175
2019/20,2020-07-11,Norwich,West Ham,0,4,A,1296.08,1362.967,0.574,1.481,0.613,3.811
2019/20,2020-07-11,Brighton,Man City,0,5,A,1373.799,1575.128,1.07,2.548,0.15,5.518
2019/20,2020-07-11,Watford,Newcastle,2,1,H,1366.397,1418.123,0.641,1.351,3.129,1.491
2019/20,2020-07-11,Liverpool,Burnley,1,1,D,1665.405,1440.552,1.549,0.746,2.176,0.452
2019/20,2020-07-12,Aston Villa,Crystal Palace,2,0,H,1327.224,1409.163,0.899,0.743,1.698,0.974
2019/20,2020-07-12,Wolves,Everton,3,0,H,1474.23,1443.194,0.759,0.705,2.867,0.287
2019/20,2020-07-12,Tottenham,Arsenal,2,1,H,1455.493,1479.041,0.956,1.444,1.818,0.69
2019/20,2020-07-12,Bournemouth,Leicester,4,1,H,1323.506,1469.167,0.837,1.314,2.543,1.661
2019/20,2020-07-13,Man United,Southampton,2,2,D,1512.451,1414.721,2.264,1.374,1.503,1.805
2019/20,2020-07-14,Chelsea,Norwich,1,0,H,1492.773,1285.99,2.481,0.566,3.051,0.063
2019/20,2020-07-15,Burnley,Wolves,1,1,D,1447.456,1481.402,0.83,1.12,1.534,1.286
2019/20,2020-07-15,Newcastle,Tottenham,1,3,A,1408.649,1464.164,1.219,1.213,1.057,1.75
2019/20,2020-07-15,Man City,Bournemouth,2,1,H,1581.518,1335.65,3.109,1.272,0.828,1.666
2019/20,2020-07-15,Arsenal,Liverpool,2,1,H,1470.37,1658.501,1.443,1.853,1.315,2.223
2019/20,2020-07-16,Everton,Aston Villa,1,1,D,1436.023,1337.568,0.639,0.924,0.944,1.52
2019/20,2020-07-16,Southampton,Brighton,1,1,D,1419.206,1367.408,1.361,0.966,2.337,0.673
2019/20,2020-07-16,Crystal Palace,Man United,0,2,A,1398.819,1507.967,0.78,2.21,0.572,1.904
2019/20,2020-07-16,Leicester,Sheffield United,2,0,H,1457.023,1461.222,1.436,1.163,3.058,0.66
2019/20,2020-07-17,West Ham,Watford,3,1,H,1373.057,1375.871,2.155,1.065,0.834,1.034
2019/20,2020-07-18,Norwich,Burnley,0,2,A,1282.612,1446.422,0.502,0.944,0.577,1.823
2019/20,2020-07-19,Tottenham,Leicester,3,0,H,1474.58,1465.151,1.115,1.946,0.767,1.201
2019/20,2020-07-19,Bournemouth,Southampton,0,2,A,1332.857,1415.837,1.593,1.681,0.583,2.245
2019/20,2020-07-20,Brighton,Newcastle,0,0,D,1370.777,1398.232,0.88,1.298,0.856,0.929
2019/20,2020-07-20,Wolves,Crystal Palace,2,0,H,1482.436,1389.941,1.234,0.881,1.487,0.44
2019/20,2020-07-20,Sheffield United,Everton,0,1,A,1453.094,1431.522,1.274,0.696,0.468,0.625
2019/20,2020-07-21,Watford,Man City,0,4,A,1367.781,1584.311,1.172,3.137,0.132,3.738
2019/20,2020-07-21,Aston Villa,Arsenal,1,0,H,1342.069,1483.645,0.982,1.269,0.574,0.737
2019/20,2020-07-22,Liverpool,Chelsea,5,3,H,1645.226,1496.151,1.784,2.25,1.452,2.382
2019/20,2020-07-22,Man United,West Ham,1,1,D,1516.845,1381.147,2.023,2.156,0.984,1.29
2019/20,2020-07-26,Newcastle,Liverpool,1,3,A,1399.451,1649.642,1.037,1.91,0.339,0.568
2019/20,2020-07-26,Arsenal,Watford,3,2,H,1471.614,1361.765,1.063,1.126,1.953,3.92
2019/20,2020-07-26,Burnley,Brighton,1,2,A,1453.786,1369.559,1.236,0.989,1.442,1.37
2019/20,2020-07-26,Chelsea,Wolves,2,0,H,1491.735,1488.072,2.411,1.39,1.159,0.165
2019/20,2020-07-26,Crystal Palace,Tottenham,1,1,D,1384.305,1482.333,0.756,1.065,0.989,0.31
