season,match_date,home_team,away_team,home_goals,away_goals,result,home_elo,away_elo,home_xg_form5,away_xg_form5,home_xg,away_xg
2018/19,2019-02-04,West Ham,Liverpool,1,1,D,1383.927,1532.015,0.613,2.152,0.791,1.125
2018/19,2019-02-06,Everton,Man City,0,2,A,1382.13,1501.27,1.277,2.101,0.112,2.609
2018/19,2019-02-09,Liverpool,Bournemouth,3,0,H,1529.805,1380.032,1.636,1.625,2.53,0.391
2018/19,2019-02-09,Brighton,Burnley,1,3,A,1361.102,1358.215,1.182,1.677,1.316,1.83
2018/19,2019-02-09,Crystal Palace,West Ham,1,1,D,1366.748,1386.138,1.507,0.64,2.684,1.747
2018/19,2019-02-09,Fulham,Man United,0,3,A,1314.137,1475.402,1.515,2.201,2.187,2.132
2018/19,2019-02-09,Huddersfield,Arsenal,1,2,A,1274.197,1454.216,0.554,2.122,1.968,1.468
2018/19,2019-02-09,Southampton,Cardiff,1,2,A,1368.601,1336.628,0.951,0.918,1.707,0.981
2018/19,2019-02-09,Watford,Everton,1,0,H,1397.87,1373.535,0.874,1.126,1.533,0.641
2018/19,2019-02-10,Man City,Chelsea,6,0,H,1509.865,1458.652,2.422,1.318,4.042,0.902
2018/19,2019-02-10,Tottenham,Leicester,3,1,H,1492.954,1383.205,1.917,1.254,1.211,3.022
2018/19,2019-02-11,Wolves,Newcastle,1,1,D,1419.716,1358.98,1.373,0.999,2.31,0.435
2018/19,2019-02-22,West Ham,Fulham,3,1,H,1387.584,1306.705,0.862,1.61,2.729,1.236
2018/19,2019-02-22,Cardiff,Watford,1,5,A,1349.482,1405.22,0.898,0.985,1.9,2.758
2018/19,2019-02-23,Leicester,Crystal Palace,1,4,A,1377.961,1365.302,1.73,1.654,0.947,1.577
2018/19,2019-02-23,Bournemouth,Wolves,1,1,D,1375.63,1416.122,1.134,1.704,2.133,1.203
2018/19,2019-02-23,Burnley,Tottenham,2,1,H,1370.283,1498.197,1.51,1.883,1.085,0.845
2018/19,2019-02-23,Newcastle,Huddersfield,2,0,H,1362.575,1267.262,0.948,0.824,3.033,0.134
2018/19,2019-02-24,Arsenal,Southampton,2,0,H,1461.151,1355.748,1.529,1.261,2.351,0.613
2018/19,2019-02-24,Man United,Liverpool,0,0,D,1482.834,1534.207,2.092,1.866,0.475,0.381
2018/19,2019-02-26,Huddersfield,Wolves,1,0,H,1261.691,1416.969,0.771,1.925,1.462,0.573
2018/19,2019-02-26,Cardiff,Everton,0,3,A,1339.072,1366.186,1.253,0.898,0.219,1.142
2018/19,2019-02-26,Newcastle,Burnley,2,0,H,1368.146,1381.934,1.476,1.565,1.703,1.742
2018/19,2019-02-26,Leicester,Brighton,2,1,H,1365.626,1349.034,1.567,1.308,1.922,1.206
2018/19,2019-02-27,Chelsea,Tottenham,2,0,H,1452.006,1486.546,1.328,1.691,0.626,0.722
2018/19,2019-02-27,Southampton,Fulham,2,0,H,1350.407,1300.794,1.1,1.677,1.158,0.799
2018/19,2019-02-27,Man City,West Ham,1,0,H,1516.511,1393.495,2.607,1.274,3.677,0.4
2018/19,2019-02-27,Liverpool,Watford,5,0,H,1534.742,1415.63,1.488,1.224,2.743,0.63
2018/19,2019-02-27,Crystal Palace,Man United,1,3,A,1377.637,1482.299,1.737,1.996,1.693,1.541
2018/19,2019-02-27,Arsenal,Bournemouth,5,1,H,1466.492,1374.783,1.862,1.255,3.187,0.886
2018/19,2019-03-02,Burnley,Crystal Palace,1,3,A,1373.538,1368.631,1.519,1.937,1.909,0.706
2018/19,2019-03-02,Bournemouth,Man City,0,1,A,1369.128,1521.465,1.183,2.94,0.0,1.595
2018/19,2019-03-02,Brighton,Huddersfield,1,0,H,1341.476,1274.097,1.472,0.911,1.399,0.201
2018/19,2019-03-02,Wolves,Cardiff,2,0,H,1404.563,1327.843,1.596,1.246,3.208,0.702
2018/19,2019-03-02,West Ham,Newcastle,2,0,H,1388.542,1376.542,1.159,1.313,1.889,1.185
2018/19,2019-03-02,Tottenham,Arsenal,1,1,D,1477.563,1472.147,1.449,2.081,1.768,3.457
2018/19,2019-03-02,Man United,Southampton,3,2,H,1491.304,1357.094,1.776,1.12,2.542,0.578
2018/19,2019-03-03,Watford,Leicester,2,1,H,1410.592,1373.184,1.136,1.684,1.365,0.795
2018/19,2019-03-03,Fulham,Chelsea,1,2,A,1294.107,1460.989,1.649,1.189,0.898,1.536
2018/19,2019-03-03,Everton,Liverpool,0,0,D,1377.414,1539.78,0.864,1.471,0.242,0.811
2018/19,2019-03-09,Huddersfield,Bournemouth,0,2,A,1267.858,1361.454,0.805,0.752,0.339,2.164
2018/19,2019-03-09,Crystal Palace,Brighton,1,2,A,1380.755,1347.716,1.771,1.625,1.443,0.129
2018/19,2019-03-09,Cardiff,West Ham,2,0,H,1321.832,1396.225,1.267,1.511,3.493,0.296
2018/19,2019-03-09,Southampton,Tottenham,2,1,H,1352.377,1475.426,0.969,1.53,2.078,1.269
2018/19,2019-03-09,Newcastle,Everton,3,2,H,1368.859,1380.011,1.351,0.7,2.379,1.151
2018/19,2019-03-09,Man City,Watford,3,1,H,1529.138,1417.596,2.991,1.313,3.757,0.407
2018/19,2019-03-09,Leicester,Fulham,3,1,H,1366.181,1286.825,1.617,1.136,2.135,0.151
2018/19,2019-03-10,Arsenal,Man United,2,0,H,1474.284,1496.022,2.233,1.637,1.527,2.37
2018/19,2019-03-10,Liverpool,Burnley,4,2,H,1537.182,1361.415,1.518,1.714,4.123,0.472
2018/19,2019-03-10,Chelsea,Wolves,1,1,D,1468.271,1410.574,1.345,1.83,1.047,0.609
2018/19,2019-03-16,Bournemouth,Newcastle,2,2,D,1370.776,1377.182,1.115,1.747,1.617,1.028
2018/19,2019-03-16,West Ham,Huddersfield,4,3,H,1386.098,1258.536,1.412,0.821,1.881,1.669
2018/19,2019-03-16,Burnley,Leicester,1,2,A,1357.505,1372.129,1.408,1.764,1.17,0.609
2018/19,2019-03-17,Fulham,Liverpool,1,2,A,1280.878,1541.092,1.054,2.118,0.916,2.734
2018/19,2019-03-17,Everton,Chelsea,2,0,H,1371.689,1464.752,0.658,1.411,2.24,1.244
2018/19,2019-03-30,West Ham,Everton,0,2,A,1390.955,1382.352,1.439,1.083,0.089,2.66
2018/19,2019-03-30,Leicester,Bournemouth,2,0,H,1383.709,1368.966,1.282,1.36,1.893,0.79
2018/19,2019-03-30,Fulham,Man City,0,2,A,1275.864,1534.342,0.8,3.136,0.661,2.315
2018/19,2019-03-30,Crystal Palace,Huddersfield,2,0,H,1367.873,1253.679,1.621,0.761,2.847,0.927
2018/19,2019-03-30,Burnley,Wolves,2,0,H,1345.925,1414.092,1.276,1.581,0.573,0.398
2018/19,2019-03-30,Brighton,Southampton,0,1,A,1360.598,1363.892,1.177,1.227,0.561,0.857
2018/19,2019-03-30,Man United,Watford,2,1,H,1487.402,1412.392,1.812,1.339,1.981,1.352
2018/19,2019-03-31,Liverpool,Tottenham,2,1,H,1546.106,1463.91,2.158,1.163,1.093,1.048
2018/19,2019-03-31,Cardiff,Chelsea,1,2,A,1331.958,1454.089,1.459,1.071,0.446,2.078
2018/19,2019-04-01,Arsenal,Newcastle,2,0,H,1482.904,1378.992,2.398,1.866,1.045,0.044
2018/19,2019-04-02,Wolves,Man United,2,1,H,1404.145,1493.455,1.198,1.782,1.65,2.038
2018/19,2019-04-02,Watford,Fulham,4,1,H,1406.339,1270.813,1.302,0.685,1.593,1.909
2018/19,2019-04-03,Chelsea,Brighton,3,0,H,1462.6,1348.701,1.306,0.922,3.124,0.441
2018/19,2019-04-03,Tottenham,Crystal Palace,2,0,H,1458.031,1373.018,1.13,1.653,2.574,0.564
2018/19,2019-04-03,Man City,Cardiff,2,0,H,1539.393,1323.448,3.077,1.352,3.539,0.136
2018/19,2019-04-05,Southampton,Liverpool,1,3,A,1375.789,1551.985,1.057,2.301,0.718,2.007
2018/19,2019-04-06,Newcastle,Crystal Palace,0,1,A,1373.617,1367.205,1.268,1.451,0.943,0.908
2018/19,2019-04-06,Huddersfield,Leicester,1,4,A,1248.534,1391.317,0.92,1.471,1.623,3.619
2018/19,2019-04-06,Bournemouth,Burnley,1,3,A,1361.358,1355.872,1.091,1.173,1.209,1.389
2018/19,2019-04-07,Everton,Arsenal,1,0,H,1394.576,1488.278,1.487,2.313,2.694,0.202
2018/19,2019-04-08,Chelsea,West Ham,2,0,H,1467.752,1378.73,1.806,0.911,2.233,0.471
2018/19,2019-04-12,Leicester,Newcastle,0,1,A,1399.252,1361.453,1.81,1.116,0.877,0.946
2018/19,2019-04-13,Brighton,Bournemouth,0,5,A,1343.55,1349.219,0.747,1.156,0.207,2.769
2018/19,2019-04-13,Fulham,Everton,2,0,H,1266.123,1405.258,0.907,1.797,1.663,1.291
2018/19,2019-04-13,Burnley,Cardiff,2,0,H,1368.011,1320.215,1.103,0.999,2.844,0.872
2018/19,2019-04-13,Tottenham,Huddersfield,4,0,H,1463.843,1240.599,1.476,0.952,2.786,0.984
2018/19,2019-04-13,Southampton,Wolves,3,1,H,1368.753,1414.7,1.078,1.288,3.808,0.643
2018/19,2019-04-13,Man United,West Ham,2,1,H,1482.899,1373.012,2.094,0.925,2.651,1.428
2018/19,2019-04-14,Crystal Palace,Man City,1,3,A,1379.37,1542.626,1.294,2.977,0.318,2.862
2018/19,2019-04-14,Liverpool,Chelsea,2,0,H,1559.021,1473.47,2.154,1.945,1.308,0.873
2018/19,2019-04-15,Watford,Arsenal,0,1,A,1411.029,1477.597,1.069,1.884,1.126,2.267
2018/19,2019-04-16,Brighton,Cardiff,0,2,A,1331.719,1313.481,0.547,1.13,0.589,0.819
2018/19,2019-04-20,Wolves,Brighton,0,0,D,1405.391,1319.233,1.302,0.385,2.604,0.115
2018/19,2019-04-20,Newcastle,Southampton,3,1,H,1374.46,1378.062,1.068,1.608,1.23,1.271
2018/19,2019-04-20,Man City,Tottenham,1,0,H,1550.004,1466.964,2.814,1.889,2.062,1.199
2018/19,2019-04-20,Huddersfield,Watford,1,2,A,1237.478,1400.93,1.108,1.169,1.091,1.085
2018/19,2019-04-20,Bournemouth,Fulham,0,1,A,1361.049,1278.087,1.71,1.06,2.837,2.617
2018/19,2019-04-20,West Ham,Leicester,2,2,D,1367.772,1386.246,0.833,1.827,1.366,0.806
2018/19,2019-04-21,Everton,Man United,4,0,H,1393.294,1488.14,2.007,2.316,1.52,0.306
2018/19,2019-04-21,Cardiff,Liverpool,0,2,A,1325.968,1564.82,1.153,2.253,1.119,2.424
2018/19,2019-04-21,Arsenal,Crystal Palace,2,3,A,1487.696,1371.991,1.7,1.216,1.542,2.562
2018/19,2019-04-22,Chelsea,Burnley,2,2,D,1467.67,1374.745,1.91,1.29,1.282,0.789
2018/19,2019-04-23,Tottenham,Brighton,1,0,H,1461.105,1323.447,1.775,0.383,1.003,0.143
2018/19,2019-04-23,Watford,Southampton,1,1,D,1408.304,1369.95,1.113,1.746,1.273,2.12
2018/19,2019-04-24,Wolves,Arsenal,3,1,H,1401.177,1472.808,1.181,1.317,0.982,0.94
2018/19,2019-04-24,Man United,Man City,0,2,A,1477.426,1555.864,1.869,2.907,0.515,0.53
2018/19,2019-04-26,Liverpool,Huddersfield,5,0,H,1570.31,1230.105,1.913,1.259,3.589,0.162
2018/19,2019-04-27,Watford,Wolves,1,2,A,1405.282,1411.224,1.286,1.255,0.896,2.444
2018/19,2019-04-27,Brighton,Newcastle,1,1,D,1318.801,1382.572,0.299,0.838,1.205,0.438
2018/19,2019-04-27,Southampton,Bournemouth,3,3,D,1372.972,1346.911,1.755,1.844,2.735,2.622
2018/19,2019-04-27,Fulham,Cardiff,1,0,H,1292.225,1320.478,1.553,0.678,0.519,1.113
2018/19,2019-04-27,Crystal Palace,Everton,0,0,D,1386.88,1404.008,1.44,2.081,0.261,1.152
2018/19,2019-04-27,Tottenham,West Ham,0,1,A,1465.75,1366.3,1.722,1.047,1.354,0.992
2018/19,2019-04-28,Burnley,Man City,0,1,A,1379.118,1565.621,1.353,2.262,0.09,2.349
2018/19,2019-04-28,Man United,Chelsea,1,1,D,1467.669,1463.296,1.498,1.918,1.125,1.63
2018/19,2019-04-28,Leicester,Arsenal,3,0,H,1387.718,1462.761,1.561,1.199,3.68,0.601
2018/19,2019-05-03,Everton,Burnley,2,0,H,1405.518,1372.351,1.863,1.137,1.765,0.473
2018/19,2019-05-04,Newcastle,Liverpool,2,3,A,1382.751,1572.033,0.72,2.084,1.297,1.481
2018/19,2019-05-04,Cardiff,Crystal Palace,2,3,A,1311.674,1385.369,0.812,0.923,1.5,1.81
2018/19,2019-05-04,Wolves,Fulham,1,0,H,1423.047,1301.029,1.665,1.474,2.094,0.512
2018/19,2019-05-04,West Ham,Southampton,3,0,H,1380.824,1370.275,0.869,2.13,1.999,0.444
2018/19,2019-05-04,Bournemouth,Tottenham,1,0,H,1349.607,1451.226,2.045,1.783,2.226,0.713
2018/19,2019-05-05,Huddersfield,Man United,1,1,D,1228.382,1465.56,0.957,1.327,0.737,1.88
2018/19,2019-05-05,Chelsea,Watford,3,0,H,1465.405,1393.459,1.828,1.195,2.965,1.271
2018/19,2019-05-05,Arsenal,Brighton,1,1,D,1452.616,1318.622,1.11,0.452,2.362,1.906
2018/19,2019-05-06,Man City,Leicester,1,0,H,1572.388,1397.863,2.268,2.175,1.086,0.537
2018/19,2019-05-12,Fulham,Newcastle,0,4,A,1296.055,1376.055,1.444,0.971,0.57,1.959
2018/19,2019-05-12,Burnley,Arsenal,1,3,A,1365.236,1447.337,1.117,1.542,1.729,2.873
2018/19,2019-05-12,Brighton,Man City,1,4,A,1323.9,1576.321,0.792,1.778,0.595,2.222
2018/19,2019-05-12,Man United,Cardiff,0,2,A,1461.088,1301.78,1.295,1.085,1.896,1.711
2018/19,2019-05-12,Southampton,Huddersfield,1,1,D,1362.553,1232.853,2.076,0.919,0.941,0.857
2018/19,2019-05-12,Tottenham,Everton,2,2,D,1440.319,1412.633,1.411,1.684,0.883,2.069
2018/19,2019-05-12,Watford,West Ham,1,4,A,1387.332,1388.546,1.13,1.251,2.07,3.201
2018/19,2019-05-12,Liverpool,Wolves,2,0,H,1578.729,1428.022,2.162,1.753,1.702,0.884
2018/19,2019-05-12,Leicester,Chelsea,0,0,D,1393.931,1471.532,1.904,1.797,0.345,1.267
2018/19,2019-05-12,Crystal Palace,Bournemouth,5,3,H,1395.263,1360.515,1.172,2.333,2.859,1.898
2019/20,2019-08-09,Liverpool,Norwich,4,1,H,1558.179,1400.0,2.101,,2.235,0.842
2019/20,2019-08-10,Tottenham,Aston Villa,3,1,H,1456.305,1400.0,1.03,,2.573,0.64
2019/20,2019-08-10,West Ham,Man City,0,5,A,1430.35,1557.053,1.797,1.65,1.2,3.184
2019/20,2019-08-10,Watford,Brighton,0,3,A,1412.764,1373.101,1.319,0.793,0.67,0.856
2019/20,2019-08-10,Burnley,Southampton,3,0,H,1398.909,1400.155,1.185,1.502,0.909,1.088
2019/20,2019-08-10,Crystal Palace,Everton,0,0,D,1431.635,1440.761,1.562,1.559,0.872,1.225
2019/20,2019-08-10,Bournemouth,Sheffield United,1,1,D,1397.409,1400.0,2.47,,1.341,1.599
2019/20,2019-08-11,Man United,Chelsea,4,0,H,1461.713,1479.92,1.144,1.603,2.374,1.095
2019/20,2019-08-11,Leicester,Wolves,0,0,D,1425.905,1446.547,1.249,1.802,0.544,0.813
2019/20,2019-08-11,Newcastle,Arsenal,0,1,A,1420.037,1469.892,1.174,1.664,0.381,1.133
2019/20,2019-08-17,Aston Villa,Bournemouth,1,2,A,1393.483,1395.493,0.64,2.185,1.651,1.628
2019/20,2019-08-17,Brighton,West Ham,1,1,D,1386.157,1421.968,0.941,1.752,2.405,1.009
2019/20,2019-08-17,Arsenal,Burnley,2,1,H,1480.472,1406.956,1.582,0.798,1.164,1.392
2019/20,2019-08-17,Man City,Tottenham,2,2,D,1565.436,1462.822,1.874,1.305,3.201,0.075
2019/20,2019-08-17,Southampton,Liverpool,1,2,A,1392.108,1562.417,1.466,2.286,2.14,1.52
2019/20,2019-08-17,Norwich,Newcastle,3,1,H,1395.762,1409.458,0.842,1.061,2.096,0.92
2019/20,2019-08-17,Everton,Watford,1,0,H,1442.495,1399.709,1.546,1.236,0.833,1.173
2019/20,2019-08-18,Chelsea,Leicester,1,1,D,1471.399,1424.494,1.648,1.182,1.226,0.948
2019/20,2019-08-18,Sheffield United,Crystal Palace,1,0,H,1401.916,1429.901,1.599,1.673,1.848,0.242
2019/20,2019-08-19,Wolves,Man United,1,1,D,1447.958,1470.233,1.443,1.558,0.307,1.143
2019/20,2019-08-23,Aston Villa,Everton,2,0,H,1381.551,1449.358,1.146,1.409,0.856,1.257
2019/20,2019-08-24,Norwich,Chelsea,2,3,A,1404.155,1468.156,1.469,1.637,1.079,1.894
2019/20,2019-08-24,Sheffield United,Leicester,1,2,A,1410.713,1427.737,1.724,1.211,0.654,0.705
2019/20,2019-08-24,Man United,Crystal Palace,1,2,A,1471.598,1421.104,1.684,1.209,2.236,0.677
2019/20,2019-08-24,Brighton,Southampton,0,2,A,1385.176,1384.918,1.393,1.47,0.998,2.078
2019/20,2019-08-24,Liverpool,Arsenal,3,1,H,1569.607,1486.561,2.105,1.627,2.788,0.986
2019/20,2019-08-24,Watford,West Ham,1,3,A,1392.845,1422.949,1.216,1.68,2.293,3.458
2019/20,2019-08-25,Tottenham,Newcastle,0,1,A,1467.418,1401.065,1.12,0.999,1.259,0.514
2019/20,2019-08-25,Bournemouth,Man City,1,3,A,1407.425,1560.839,1.943,2.408,1.893,3.129
2019/20,2019-08-25,Wolves,Burnley,1,1,D,1446.593,1400.867,1.308,0.919,1.328,1.228
2019/20,2019-08-31,Southampton,Man United,1,1,D,1396.913,1458.263,1.338,1.906,0.77,1.904
2019/20,2019-08-31,Chelsea,Sheffield United,2,2,D,1478.329,1399.2,1.689,1.367,2.306,1.046
2019/20,2019-08-31,Crystal Palace,Aston Villa,1,0,H,1434.44,1391.488,1.292,1.049,1.414,0.304
2019/20,2019-08-31,Leicester,Bournemouth,3,1,H,1439.25,1399.781,0.616,1.797,2.238,0.555
2019/20,2019-08-31,Man City,Brighton,4,0,H,1568.484,1373.181,2.564,1.352,2.308,0.861
2019/20,2019-08-31,Newcastle,Watford,1,1,D,1414.799,1381.702,1.014,1.495,1.041,1.107
2019/20,2019-08-31,West Ham,Norwich,2,0,H,1434.092,1393.983,2.173,1.339,2.207,1.167
2019/20,2019-08-31,Burnley,Liverpool,0,3,A,1404.079,1575.467,1.146,1.945,0.617,1.201
2019/20,2019-09-01,Everton,Wolves,3,2,H,1439.421,1443.38,1.43,1.085,1.488,2.002
2019/20,2019-09-01,Arsenal,Tottenham,2,2,D,1480.701,1453.683,1.704,1.101,1.925,1.955
2019/20,2019-09-14,Brighton,Burnley,1,1,D,1369.613,1396.918,1.143,1.175,1.685,0.342
2019/20,2019-09-14,Liverpool,Newcastle,3,1,H,1582.629,1411.916,1.889,0.963,2.933,0.291
2019/20,2019-09-14,Man United,Leicester,1,0,H,1458.512,1446.199,1.911,0.956,1.1,0.459
2019/20,2019-09-14,Sheffield United,Southampton,0,1,A,1403.246,1396.664,1.287,1.403,1.88,1.577
2019/20,2019-09-14,Tottenham,Crystal Palace,4,0,H,1456.405,1441.299,1.349,1.213,1.049,0.577
2019/20,2019-09-14,Wolves,Chelsea,2,5,A,1435.258,1474.282,1.067,1.558,1.494,3.068
2019/20,2019-09-14,Norwich,Man City,3,2,H,1387.05,1572.052,1.296,2.809,1.741,2.344
2019/20,2019-09-15,Watford,Arsenal,2,2,D,1384.585,1477.979,1.463,1.616,2.832,1.006
2019/20,2019-09-15,Bournemouth,Everton,3,1,H,1392.831,1447.543,1.463,1.374,1.415,1.506
2019/20,2019-09-16,Aston Villa,West Ham,0,0,D,1384.629,1441.025,0.863,2.215,1.405,0.535
2019/20,2019-09-20,Southampton,Bournemouth,1,3,A,1408.833,1402.392,1.531,1.366,2.18,1.298
2019/20,2019-09-21,Man City,Watford,8,0,H,1558.857,1385.258,2.833,1.615,6.63,0.345
2019/20,2019-09-21,Everton,Sheffield United,0,2,A,1437.983,1391.077,1.262,1.405,1.26,0.508
2019/20,2019-09-21,Newcastle,Brighton,0,0,D,1407.914,1368.39,0.629,1.361,1.098,1.216
2019/20,2019-09-21,Leicester,Tottenham,2,1,H,1438.525,1464.004,0.979,1.382,1.288,1.337
2019/20,2019-09-21,Burnley,Norwich,2,0,H,1398.14,1400.244,0.898,1.385,2.393,0.801
2019/20,2019-09-22,Crystal Palace,Wolves,1,1,D,1433.7,1424.369,0.756,1.189,0.985,1.756
2019/20,2019-09-22,Chelsea,Liverpool,1,2,A,1485.171,1586.631,1.918,2.135,1.233,1.03
2019/20,2019-09-22,Arsenal,Aston Villa,3,2,H,1477.307,1384.238,1.243,0.971,2.532,1.715
2019/20,2019-09-22,West Ham,Man United,2,0,H,1441.416,1466.186,1.682,1.751,0.514,1.278
2019/20,2019-09-28,Crystal Palace,Norwich,2,0,H,1431.456,1392.174,0.779,1.377,1.805,0.712
2019/20,2019-09-28,Tottenham,Southampton,2,1,H,1455.278,1396.668,1.135,1.749,1.19,1.163
2019/20,2019-09-28,Wolves,Watford,2,0,H,1426.614,1381.309,1.377,1.55,1.164,1.066
2019/20,2019-09-28,Everton,Man City,1,3,A,1424.74,1562.807,1.269,3.522,2.359,3.108
2019/20,2019-09-28,Sheffield United,Liverpool,0,1,A,1404.321,1595.728,1.187,1.894,1.17,1.971
2019/20,2019-09-28,Bournemouth,West Ham,2,2,D,1414.557,1450.122,1.358,1.545,2.32,1.295
2019/20,2019-09-28,Chelsea,Brighton,2,0,H,1476.074,1371.442,1.945,1.433,4.264,0.616
2019/20,2019-09-28,Aston Villa,Burnley,2,2,D,1378.614,1406.211,1.186,1.194,0.914,1.669
2019/20,2019-09-29,Leicester,Newcastle,5,0,H,1447.251,1404.862,1.128,0.773,1.824,0.054
2019/20,2019-09-30,Man United,Arsenal,1,1,D,1457.481,1482.93,1.532,1.523,1.133,1.704
2019/20,2019-10-05,Norwich,Aston Villa,1,5,A,1385.22,1377.4,1.1,1.039,1.848,3.678
2019/20,2019-10-05,Brighton,Tottenham,3,0,H,1366.084,1461.737,1.075,1.358,2.6,0.479
2019/20,2019-10-05,Burnley,Everton,1,0,H,1407.425,1416.674,1.25,1.574,0.559,1.307
2019/20,2019-10-05,Liverpool,Leicester,2,1,H,1602.369,1454.124,1.985,1.303,3.749,0.098
2019/20,2019-10-05,Watford,Sheffield United,0,0,D,1374.511,1397.679,1.529,1.052,1.443,0.354
2019/20,2019-10-05,West Ham,Crystal Palace,1,2,A,1451.11,1438.41,1.602,1.092,1.236,2.068
2019/20,2019-10-06,Newcastle,Man United,1,0,H,1397.989,1456.205,0.6,1.53,0.65,0.969
2019/20,2019-10-06,Arsenal,Bournemouth,1,0,H,1484.206,1413.569,1.631,1.496,1.241,0.684
2019/20,2019-10-06,Man City,Wolves,0,2,A,1570.872,1433.411,3.504,1.549,1.619,1.188
2019/20,2019-10-06,Southampton,Chelsea,1,4,A,1390.209,1481.432,1.554,2.553,1.27,2.152
2019/20,2019-10-19,Chelsea,Newcastle,1,0,H,1490.822,1407.65,2.605,0.627,2.301,0.197
2019/20,2019-10-19,Leicester,Burnley,2,1,H,1449.692,1415.694,1.181,1.116,0.829,1.796
2019/20,2019-10-19,Tottenham,Watford,1,1,D,1451.0,1373.171,1.202,1.359,0.892,0.847
2019/20,2019-10-19,Wolves,Southampton,1,1,D,1448.761,1380.819,1.521,1.392,0.887,1.377
2019/20,2019-10-19,Crystal Palace,Man City,0,2,A,1450.747,1555.522,1.37,3.202,0.617,4.021
2019/20,2019-10-19,Everton,West Ham,2,0,H,1408.405,1438.773,1.584,1.157,2.233,0.459
2019/20,2019-10-19,Aston Villa,Brighton,2,1,H,1389.603,1376.821,1.603,1.396,2.967,1.322
2019/20,2019-10-19,Bournemouth,Norwich,0,0,D,1407.409,1373.016,1.254,1.254,0.676,0.403
2019/20,2019-10-20,Man United,Liverpool,1,1,D,1446.544,1606.801,1.277,2.177,0.792,1.032
2019/20,2019-10-21,Sheffield United,Arsenal,1,0,H,1399.019,1490.365,0.992,1.682,0.896,0.95
2019/20,2019-10-25,Southampton,Leicester,0,9,A,1384.594,1456.785,1.513,0.9,0.457,4.38
2019/20,2019-10-26,Burnley,Chelsea,2,4,A,1408.601,1496.679,1.352,2.604,2.235,0.988
2019/20,2019-10-26,Man City,Aston Villa,3,0,H,1564.525,1397.264,3.544,2.136,3.19,0.98
2019/20,2019-10-26,Brighton,Everton,3,2,H,1369.159,1417.269,1.488,1.733,1.153,1.047
2019/20,2019-10-26,Watford,Bournemouth,0,0,D,1377.186,1404.492,1.307,1.279,0.675,0.9
2019/20,2019-10-26,West Ham,Sheffield United,1,1,D,1429.909,1409.633,0.808,0.962,2.339,1.162
2019/20,2019-10-27,Norwich,Man United,1,3,A,1375.934,1449.085,1.101,1.054,0.892,4.512
2019/20,2019-10-27,Newcastle,Wolves,1,1,D,1401.793,1444.987,0.458,1.298,0.603,1.933
2019/20,2019-10-27,Arsenal,Crystal Palace,2,2,D,1479.752,1441.744,1.487,1.21,1.54,1.779
2019/20,2019-10-27,Liverpool,Tottenham,2,1,H,1604.26,1446.984,2.143,0.989,2.189,1.351
2019/20,2019-11-02,Brighton,Norwich,2,0,H,1378.53,1366.025,1.381,0.931,2.655,0.455
2019/20,2019-11-02,Man City,Southampton,2,1,H,1568.591,1374.657,3.714,1.289,3.361,0.894
2019/20,2019-11-02,Sheffield United,Burnley,3,0,H,1412.174,1399.121,0.818,1.73,2.584,0.717
2019/20,2019-11-02,Watford,Chelsea,1,2,A,1375.963,1506.159,0.875,2.188,1.474,2.183
2019/20,2019-11-02,West Ham,Newcastle,2,3,A,1427.368,1401.023,1.169,0.52,1.536,1.932
2019/20,2019-11-02,Bournemouth,Man United,1,0,H,1405.715,1458.995,1.176,1.737,1.869,0.641
2019/20,2019-11-02,Arsenal,Wolves,1,1,D,1476.739,1445.757,1.593,1.386,1.026,1.51
2019/20,2019-11-02,Aston Villa,Liverpool,1,2,A,1393.198,1608.516,2.051,1.994,0.742,2.388
2019/20,2019-11-03,Everton,Tottenham,1,1,D,1407.898,1442.729,1.641,1.05,1.155,0.243
2019/20,2019-11-03,Crystal Palace,Leicester,0,2,A,1444.757,1466.722,1.451,1.684,0.443,0.981
2019/20,2019-11-08,Norwich,Watford,0,2,A,1358.356,1367.679,0.862,1.101,0.621,1.36
2019/20,2019-11-09,Tottenham,Sheffield United,1,1,D,1443.738,1419.828,0.831,1.233,1.51,0.923
2019/20,2019-11-09,Chelsea,Crystal Palace,2,0,H,1514.443,1433.383,2.378,1.342,3.289,0.479
2019/20,2019-11-09,Burnley,West Ham,3,0,H,1391.467,1414.664,1.395,1.373,2.416,0.474
2019/20,2019-11-09,Newcastle,Bournemouth,2,1,H,1413.727,1415.234,0.687,1.29,2.331,1.921
2019/20,2019-11-09,Southampton,Everton,1,2,A,1371.065,1406.89,1.032,1.62,0.742,2.089
2019/20,2019-11-09,Leicester,Arsenal,2,0,H,1478.096,1473.912,1.622,1.292,1.371,0.961
2019/20,2019-11-10,Man United,Brighton,3,1,H,1449.476,1386.199,1.609,1.669,3.653,1.134
2019/20,2019-11-10,Liverpool,Man City,3,1,H,1614.561,1572.182,2.266,3.06,1.332,1.481
2019/20,2019-11-10,Wolves,Aston Villa,2,1,H,1448.585,1387.153,1.336,1.856,2.099,0.473
2019/20,2019-11-23,Arsenal,Southampton,2,2,D,1466.015,1360.085,1.144,0.948,1.608,2.603
2019/20,2019-11-23,West Ham,Tottenham,2,3,A,1406.003,1441.099,1.209,0.895,0.661,2.207
